iter	Passed	Remaining
924	2923	237
925	2926	233
926	2929	230
927	2933	227
928	2935	224
929	2939	221
930	2942	218
931	2946	214
932	2949	211
933	2952	208
934	2955	205
935	2958	202
936	2960	199
937	2963	195
938	2966	192
939	2969	189
940	2972	186
941	2975	183
942	2978	180
943	2981	176
944	2984	173
945	2987	170
946	2990	167
947	2993	164
948	2996	161
949	2999	157
950	3002	154
951	3005	151
952	3007	148
953	3019	145
954	3022	142
955	3025	139
956	3028	136
957	3031	132
958	3034	129
959	3037	126
960	3039	123
961	3041	120
962	3045	117
963	3048	113
964	3051	110
965	3054	107
966	3057	104
967	3060	101
968	3063	98
969	3066	94
970	3068	91
971	3071	88
972	3074	85
973	3077	82
974	3080	78
975	3083	75
976	3086	72
977	3090	69
978	3093	66
979	3096	63
980	3099	60
981	3101	56
982	3104	53
983	3107	50
984	3110	47
985	3112	44
986	3115	41
987	3118	37
988	3121	34
989	3124	31
990	3127	28
991	3129	25
992	3132	22
993	3135	18
994	3139	15
995	3142	12
996	3145	9
997	3148	6
998	3151	3
999	3154	0
